"","X1","doc_id","Date","pr_nr","pr_date","short_text","docket_nb","date","year","pr_dummy","decision_type","second_senate_dummy","chamber_decision","unanimous","sep_op","oral","bvr","bvl","bvq","bvc","bve","bvf","bvb","bvg","bvk","bvh","bvm","bvn","pbvu","bvp","unsuc_dec","uncons","hyp_time_minus","prior_attention","count","lower_co_uncons","status_quo"
"482",482,"20040623_1bvq001904.txt",20040623,"74/2004","29. Juli 2004","Zu Einschraenkungen von Versammlungen wegen des Inhalts von aeusserungenSiehe auchPressemitteilung Nr. 74/2004 vom 29. Juli 2004
","1 BvQ 19/04",2004-06-23 02:00:00,2004,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2004-06-13 02:00:00,1,202,0,0
"483",483,"20040623_1bvq001904a.txt",20040623,NA,NA,"Erlass einer eA, die sofortige Vollziehung des Verbots eines NPD-Aufzugs mit Kundgebungen in Bochum unter dem Motto: ""Keine Steuergelder fuer den Synagogenbau. Fuer Meinungsfreiheit"" auszusetzen - Zur Beruecksichtigung der im Eilrechtsschutzverfahren erkennbaren Erfolgsaussichten einer Verfassungsbeschwerde
","1 BvQ 19/04",2004-06-23 02:00:00,2004,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2004-06-13 02:00:00,1,4364,0,0
"484",484,"20040629_2bvr102702.txt",20040629,NA,NA,"Erneute Wiederholung der eA gegen Durchsuchungs- und Beschlagnahmemassnahmen in einer Rechtsanwalts- und Steuerberaterpraxis
","2 BvR 1027/02",2004-06-29 02:00:00,2004,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004-06-19 02:00:00,1,305,0,0
"485",485,"20040629_2bvr119803.txt",20040629,NA,NA,"Vorlaeufige Untersagung der Zustellung einer Klageschrift im Wege der Rechtshilfe
","2 BvR 1198/03",2004-06-29 02:00:00,2004,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004-06-19 02:00:00,1,189,0,0
"486",486,"20040701_1bvq002004.txt",20040701,NA,NA,"Kein Erlass einer eA mangels Grundrechtsfaehigkeit von oeffentlich-rechtlichen Krankenkassen
","1 BvQ 20/04",2004-07-01 02:00:00,2004,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2004-06-21 02:00:00,1,590,0,0
"487",487,"20040706_1bvl000497.txt",20040706,"111/2004","10. Dezember 2004","Regelung ueber die Nichtgewaehrung von Kindergeld in den Jahren 1994 und 1995 an Auslaender, die nur ueber eine Aufenthaltsbefugnis verfuegten, war verfassungswidrigSiehe auchPressemitteilung Nr. 111/2004 vom 10. Dezember 2004
","1 BvL 4/97",2004-07-06 02:00:00,2004,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2004-06-26 02:00:00,1,5655,1,0
"488",488,"20040706_1bvr251595.txt",20040706,"116/2004","29. Dezember 2004","Nichtgewaehrung von Erziehungsgeld an Auslaender, die nur ueber eine Aufenthaltsbefugnis verfuegten, war verfassungswidrigSiehe auchPressemitteilung Nr. 116/2004 vom 29. Dezember 2004
","1 BvR 2515/95",2004-07-06 02:00:00,2004,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2004-06-26 02:00:00,1,4988,0,1
"489",489,"20040707_1bvl000304.txt",20040707,NA,NA,"Unzulaessige Richtervorlage zur Verfassungsmaessigkeit des § 291 Abs 1 InsO (A-Limine-Abweisung
","1 BvL 3/04",2004-07-07 02:00:00,2004,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2004-06-27 02:00:00,1,176,0,0
"490",490,"20040713_1bvr129894.txt",20040713,"95/2004","29. Oktober 2004","Zu den Anforderungen des Demokratie- und Rechtsstaatsprinzips an die uebertragung von Rechtsetzungsbefugnissen an die NotarkassenSiehe auchPressemitteilung Nr. 95/2004 vom 29. Oktober 2004
","1 BvR 1298/94",2004-07-13 02:00:00,2004,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2004-07-03 02:00:00,1,11817,0,1
"491",491,"20040727_2bvf000202.txt",20040727,"73/2004","27. Juli 2004","„Juniorprofessur“ mit dem Grundgesetz unvereinbarSiehe auchPressemitteilung Nr. 73/2004 vom 27. Juli 2004
","2 BvF 2/02",2004-07-27 02:00:00,2004,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2004-07-17 02:00:00,1,20893,0,1
"492",492,"20040728_1bvr256695.txt",20040728,NA,NA,"Geschaeftsschaedigende aeusserungen ueber Finanzdienstleister in kritischer Veroeffentlichung  durch Wahrnehmung berechtigter Interessen gerechtfertigt
","1 BvR 2566/95",2004-07-28 02:00:00,2004,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2004-07-18 02:00:00,1,4525,0,0
"493",493,"20040809_2bve000204.txt",20040809,NA,NA,"Verwerfung des Antrags einer politischen Partei im Organstreitverfahren wegen Unzulaessigkeit
","2 BvE 2/04",2004-08-09 02:00:00,2004,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2004-07-30 02:00:00,1,870,0,0
"494",494,"20041012_1bvr213098.txt",20041012,"97/2004","4. November 2004","Zu den verfassungsrechtlichen Anforderungen an ein Unterschriftenquorum bei Wahlen von Arbeitnehmervertretern zum AufsichtsratSiehe auchPressemitteilung Nr. 97/2004 vom 4. November 2004
","1 BvR 2130/98",2004-10-12 02:00:00,2004,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2004-10-02 02:00:00,1,6441,0,0
"495",495,"20041014_2bvr148104.txt",20041014,"92/2004","19. Oktober 2004","Zur Beruecksichtigung der Entscheidungen des Europaeischen Gerichtshofs fuer Menschenrechte durch innerstaatliche Organe, insbesondere deutsche GerichteSiehe auchPressemitteilung Nr. 92/2004 vom 19. Oktober 2004
","2 BvR 1481/04",2004-10-14 02:00:00,2004,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2004-10-04 02:00:00,1,8474,0,0
"496",496,"20041026_1bvr091100.txt",20041026,"104/2004","26. November 2004","Verfassungsbeschwerde gegen Brandenburgisches Hochschulgesetz ohne ErfolgSiehe auchPressemitteilung Nr. 104/2004 vom 26. November 2004
","1 BvR 911/00",2004-10-26 02:00:00,2004,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2004-10-16 02:00:00,0,11150,0,1
"497",497,"20041026_1bvr098100.txt",20041026,"100/2004","16. November 2004","Werbung von SteuerberatungsgesellschaftenSiehe auchPressemitteilung Nr. 100/2004 vom 16. November 2004
","1 BvR 981/00",2004-10-26 02:00:00,2004,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2004-10-16 02:00:00,0,5346,0,0
"498",498,"20041026_2bve000102.txt",20041026,"94/2004","26. Oktober 2004","""Drei-Laender-Quorum"" nach § 18 Abs. 4 Satz 3 Parteiengesetz nicht mit dem Grundgesetz vereinbarSiehe auchPressemitteilung Nr. 94/2004 vom 26. Oktober 2004
","2 BvE 1/02",2004-10-26 02:00:00,2004,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2004-10-16 02:00:00,0,11286,0,0
"499",499,"20041026_2bvr095500.txt",20041026,"106/2004","1. Dezember 2004","Verfassungsbeschwerden im Zusammenhang mit der „Ostenteignung“ ohne ErfolgSiehe auchPressemitteilung Nr. 106/2004 vom 1. Dezember 2004
","2 BvR 955/00",2004-10-26 02:00:00,2004,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2004-10-16 02:00:00,0,16573,0,0
"500",500,"20041109_1bvr068498.txt",20041109,"26/2005","11. Maerz 2005","Ausschluss der Eltern nichtehelicher Kinder von einer Hinterbliebenenversorgung nach dem Opferentschaedigungsrecht verfassungswidrigSiehe auchPressemitteilung Nr. 026/2005 vom 11. Maerz 2005
","1 BvR 684/98",2004-11-09 01:00:00,2004,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2004-10-30 02:00:00,1,9273,0,1
"501",501,"20041123_1bvl000699.txt",20041123,"22/2005","3. Maerz 2005","Landeskinderklausel des bremischen Privatschulgesetzes verfassungsgemaessSiehe auchPressemitteilung Nr. 22/2005 vom 3. Maerz 2005
","1 BvL 6/99",2004-11-23 01:00:00,2004,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004-11-13 01:00:00,0,5579,0,0
"502",502,"20041124_2bvr223604.txt",20041124,"107/2004","1. Dezember 2004","Antrag auf einstweilige Anordnung erfolgreich: uebergabe eines deutschen Staatsangehoerigen an Spanien einstweilen ausgesetztSiehe auchPressemitteilung Nr. 107/2004 vom 1. Dezember 2004
","2 BvR 2236/04",2004-11-24 01:00:00,2004,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004-11-14 01:00:00,0,919,0,0
"503",503,"20041207_1bvr180403.txt",20041207,"1/2005","4. Januar 2005","Zur Entschaedigung von NS-ZwangsarbeiternSiehe auchPressemitteilung Nr. 1/2005 vom 4. Januar 2005
","1 BvR 1804/03",2004-12-07 01:00:00,2004,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2004-11-27 01:00:00,1,8350,0,0
"504",504,"20041207_2bvr102702.txt",20041207,NA,NA,"Erneute Wiederholung der eA gegen Durchsuchungs- und Beschlagnahmemassnahmen in einer Rechtsanwalts- und Steuerberaterpraxis
","2 BvR 1027/02",2004-12-07 01:00:00,2004,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004-11-27 01:00:00,1,310,0,0
"505",505,"20041207_2bvr119803.txt",20041207,NA,NA,"
","2 BvR 1198/03",2004-12-07 01:00:00,2004,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004-11-27 01:00:00,1,195,0,0
"506",506,"20041207_2bvr195304.txt",20041207,NA,NA,"Nichtannahme einer Verfassungsbeschwerde ohne Begruendung
","2 BvR 1953/04",2004-12-07 01:00:00,2004,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2004-11-27 01:00:00,1,153,0,0
"507",507,"20041208_2bve000302.txt",20041208,"110/2004","8. Dezember 2004","Sitzverteilung im VermittlungsausschussSiehe auchPressemitteilung Nr. 110/2004 vom 8. Dezember 2004
","2 BvE 3/02",2004-12-08 01:00:00,2004,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2004-11-28 01:00:00,1,15244,0,0
"508",508,"20050111_2bvr016702.txt",20050111,"40/2005","13. Mai 2005","Einbeziehung von Sozialversicherungsbeitraegen des Kindes in den Grenzbetrag des § 32 Abs. 4 Satz 2 EStG verfassungswidrigSiehe auchPressemitteilung Nr. 40/2005 vom 13. Mai 2005
","2 BvR 167/02",2005-01-11 01:00:00,2005,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005-01-01 01:00:00,1,7439,0,0
"509",509,"20050125_1bvr133295.txt",20050125,NA,NA,"
","1 BvR 1332/95",2005-01-25 01:00:00,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005-01-15 01:00:00,1,383,0,0
"510",510,"20050125_2bvr065699.txt",20050125,"45/2005","25. Mai 2005","Anforderungen an die Revisionsruege der Verwertung einer nicht in die Hauptverhandlung eingefuehrten UrkundeSiehe auchPressemitteilung Nr. 45/2005 vom 25. Mai 2005
","2 BvR 656/99",2005-01-25 01:00:00,2005,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005-01-15 01:00:00,1,11168,0,0
"511",511,"20050125_2bvr218504.txt",20050125,"15/2005","15. Februar 2005","Einstweilige Anordnung gegen Verpflichtung zur Erhebung von Gewerbesteuer abgelehntSiehe auchPressemitteilung Nr. 15/2005 vom 15. Februar 2005
","2 BvR 2185/04",2005-01-25 01:00:00,2005,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2005-01-15 01:00:00,1,3380,0,0
"512",512,"20050126_2bvf000103.txt",20050126,"8/2005","26. Januar 2005","Regelung zum Studiengebuehrenverbot und zur Bildung verfasster Studierendenschaften mangels Gesetzgebungsrechts des Bundes nichtigSiehe auchPressemitteilung Nr. 8/2005 vom 26. Januar 2005
","2 BvF 1/03",2005-01-26 01:00:00,2005,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2005-01-16 01:00:00,1,9350,0,1
"513",513,"20050308_1bvr256103.txt",20050308,"33/2005","19. April 2005","Erfolgreiche Verfassungsbeschwerde im Zusammenhang mit Geschaeftspapieren von AnwaltsnotarenSiehe auchPressemitteilung Nr. 33/2005 vom 19. April 2005
","1 BvR 2561/03",2005-03-08 01:00:00,2005,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2005-02-26 01:00:00,1,4708,0,1
"514",514,"20050316_2bvl000700.txt",20050316,"42/2005","24. Mai 2005","Begrenzung der steuerlichen Abziehbarkeit von Kinderbetreuungskosten Alleinerziehender verfassungswidrigSiehe auchPressemitteilung Nr. 42/2005 vom 24. Mai 2005
","2 BvL 7/00",2005-03-16 01:00:00,2005,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005-03-06 01:00:00,1,5628,0,0
"515",515,"20050322_1bvr235704.txt",20050322,"28/2005","23. Maerz 2005","Einstweilige Anordnung gegen automatisierten Abruf von Kontostammdaten abgelehntSiehe auchPressemitteilung Nr. 28/2005 vom 23. Maerz 2005
","1 BvR 2357/04",2005-03-22 01:00:00,2005,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2005-03-12 01:00:00,1,6744,0,0
"516",516,"20050405_1bvr077402.txt",20050405,"52/2005","22. Juni 2005","Beitragsverpflichtung zur berufsstaendischen Anwaltsversorgung waehrend einkommensloser Kindererziehungszeiten verfassungswidrigSiehe auchPressemitteilung Nr. 52/2005 vom 22. Juni 2005
","1 BvR 774/02",2005-04-05 02:00:00,2005,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2005-03-26 01:00:00,1,9272,0,0
"517",517,"20050412_2bvq000605.txt",20050412,"41/2005","20. Mai 2005","„Bologna-Foerderung“ – Begruendung der Ablehnung der einstweiligen AnordnungSiehe auchPressemitteilung Nr. 41/2005 vom 20. Mai 2005
","2 BvQ 6/05",2005-04-12 02:00:00,2005,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2005-04-02 02:00:00,0,3614,0,0
"518",518,"20050412_2bvr058101.txt",20050412,"31/2005","12. April 2005","Verfassungsbeschwerde gegen polizeiliche ueberwachung mittels GPS erfolglosSiehe auchPressemitteilung Nr. 31/2005 vom 12. April 2005
","2 BvR 581/01",2005-04-12 02:00:00,2005,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2005-04-02 02:00:00,0,5772,0,0
"519",519,"20050412_2bvr102702.txt",20050412,"47/2005","8. Juni 2005","Anforderungen an die Beschlagnahme von Datentraegern und hierauf gespeicherter DatenSiehe auchPressemitteilung Nr. 47/2005 vom 8. Juni 2005
","2 BvR 1027/02",2005-04-12 02:00:00,2005,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2005-04-02 02:00:00,0,11328,0,0
"520",520,"20050419_1bvr164400.txt",20050419,"36/2005","3. Mai 2005","Grundgesetz gewaehrleistet Mindestbeteiligung der Kinder des Erblassers an dessen NachlassSiehe auchPressemitteilung Nr. 36/2005 vom 3. Mai 2005
","1 BvR 1644/00",2005-04-19 02:00:00,2005,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2005-04-09 02:00:00,1,10883,0,1
"521",521,"20050420_1bvr237898.txt",20050420,NA,NA,"
","1 BvR 2378/98",2005-04-20 02:00:00,2005,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005-04-10 02:00:00,1,360,0,0
"522",522,"20050428_2bve000105.txt",20050428,"35/2005","28. April 2005","Antraege von Peter Gauweiler gegen die Ratifizierung der EU-Verfassung ohne ErfolgSiehe auchPressemitteilung Nr. 35/2005 vom 28. April 2005
","2 BvE 1/05",2005-04-28 02:00:00,2005,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2005-04-18 02:00:00,1,1743,0,0
"523",523,"20050428_2bvr223604.txt",20050428,NA,NA,"Wiederholung einer einstweiligen Anordnung, einen aufgrund bestehenden Europaeischen Haftbefehls ergangenen Auslieferungsbeschluss vorlaeufig ausser Vollzug zu setzen
","2 BvR 2236/04",2005-04-28 02:00:00,2005,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005-04-18 02:00:00,1,202,0,0
"524",524,"20050511_1bvr036897.txt",20050511,"44/2005","25. Mai 2005","Ostrenten: Verfassungsbeschwerden erfolglosSiehe auchPressemitteilung Nr. 44/2005 vom 25. Mai 2005
","1 BvR 368/97",2005-05-11 02:00:00,2005,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2005-05-01 02:00:00,1,13639,0,1
"525",525,"20050524_1bvr107201.txt",20050524,"57/2005","28. Juni 2005","Erfolgreiche Verfassungsbeschwerde gegen Aufnahme in VerfassungsschutzberichtSiehe auchPressemitteilung Nr. 57/2005 vom 28. Juni 2005
","1 BvR 1072/01",2005-05-24 02:00:00,2005,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2005-05-14 02:00:00,1,8464,0,0
"526",526,"20050524_1bvr107201a.txt",20050524,NA,NA,"
","1 BvR 1072/01",2005-05-24 02:00:00,2005,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005-05-14 02:00:00,1,176,0,0
"527",527,"20050531_2bvc000105.txt",20050531,NA,NA,"Verwerfung einer Wahlpruefungsbeschwerde mangels Beitritts von 100 Wahlberechtigten gem § 26 Abs 3 S 2 Alt 2 EuWG
","2 BvC 1/05",2005-05-31 02:00:00,2005,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2005-05-21 02:00:00,1,122,0,0
"528",528,"20050602_2bvr119803.txt",20050602,NA,NA,"
","2 BvR 1198/03",2005-06-02 02:00:00,2005,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005-05-23 02:00:00,1,197,0,0
"529",529,"20050607_1bvr150896.txt",20050607,"46/2005","7. Juni 2005","Unterhalt fuer pflegebeduerftige Mutter: Verfassungsbeschwerde erfolgreichSiehe auchPressemitteilung Nr. 46/2005 vom 7. Juni 2005
","1 BvR 1508/96",2005-06-07 02:00:00,2005,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2005-05-28 02:00:00,1,8365,0,0
"530",530,"20050615_2bvq001805.txt",20050615,NA,NA,"Erlass einer eA ohne Begruendung, die Beweisaufnahme durch Zeugeneinvernahme des Visa-Untersuchungsausschusses fortzufuehren
","2 BvQ 18/05",2005-06-15 02:00:00,2005,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2005-06-05 02:00:00,0,1098,0,0
"531",531,"20050615_2bvq001805a.txt",20050615,NA,NA,"Erlass einer einstweiligen Anordnung: Zeugeneinvernahme im ""Visa-Untersuchungsausschuss"" des Bundestags trotz eventuell bevorstehender vorgezogener Neuwahlen - Zur Abgrenzung der Zustaendigkeiten des BGH gem §§ 33, 36 PUAG gegenueber der des BVerfG in verfassungsrechtlichen Streitigkeiten
","2 BvQ 18/05",2005-06-15 02:00:00,2005,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2005-06-05 02:00:00,0,5509,0,0
"532",532,"20050628_2bvc000804.txt",20050628,NA,NA,"
","2 BvC 8/04",2005-06-28 02:00:00,2005,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2005-06-18 02:00:00,1,200,0,0
"533",533,"20050706_2bvk000104.txt",20050706,NA,NA,"Einstellung eines abstrakten Normenkontrollverfahrens (BVerfG als Landesverfassungsgericht) nach Antragsruecknahme
","2 BvK 1/04",2005-07-06 02:00:00,2005,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2005-06-26 02:00:00,1,515,0,0
"534",534,"20050706_2bvr225904.txt",20050706,"63/2005","15. Juli 2005","Erfolglose Verfassungsbeschwerde gegen Auslieferung an die USA bei drohender lebenslanger FreiheitsstrafeSiehe auchPressemitteilung Nr. 63/2005 vom 15. Juli 2005
","2 BvR 2259/04",2005-07-06 02:00:00,2005,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2005-06-26 02:00:00,1,4114,0,0
"535",535,"20050706_2bvr233595.txt",20050706,"59/2005","6. Juli 2005","Regelung ueber Pflichtbeitrag zum Solidarfonds Abfallrueckfuehrung nichtigSiehe auchPressemitteilung Nr. 59/2005 vom 6. Juli 2005
","2 BvR 2335/95",2005-07-06 02:00:00,2005,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2005-06-26 02:00:00,1,9061,0,1
"536",536,"20050714_1bvr098100.txt",20050714,NA,NA,"
","1 BvR 981/00",2005-07-14 02:00:00,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005-07-04 02:00:00,1,167,0,0
"537",537,"20050718_2bvf000201.txt",20050718,NA,NA,"Verfassungsmaessigkeit der Regelungen des Risikostrukturausgleichs in der gesetzlichen Krankenversicherung: Gesetzgebungsrecht des Bundes - mit Bestimmungen der bundesstaatlichen Finanzverfassung und der die finanzwirtschaftlichen Beziehungen des Bundes zu den Laendern regelnden Kompetenzvorschrift des GG Art 120 Abs 1 S 4 vereinbar
","2 BvF 2/01",2005-07-18 02:00:00,2005,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2005-07-08 02:00:00,0,34355,0,1
"538",538,"20050718_2bvr223604.txt",20050718,"64/2005","18. Juli 2005","Europaeisches Haftbefehlsgesetz nichtigSiehe auchPressemitteilung Nr. 64/2005 vom 18. Juli 2005
","2 BvR 2236/04",2005-07-18 02:00:00,2005,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005-07-08 02:00:00,0,25412,0,0
"539",539,"20050721_1bvr256103.txt",20050721,NA,NA,"
","1 BvR 2561/03",2005-07-21 02:00:00,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005-07-11 02:00:00,1,241,0,0
"540",540,"20050726_1bvr008095.txt",20050726,"67/2005","26. Juli 2005","Kapitalbildende Lebensversicherung mit ueberschussbeteiligung: Schutzdefizit fuer Versicherungsnehmer bei der Ermittlung des SchlussueberschussesSiehe auchPressemitteilung Nr. 67/2005 vom 26. Juli 2005
","1 BvR 80/95",2005-07-26 02:00:00,2005,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2005-07-16 02:00:00,1,9990,0,0
"541",541,"20050726_1bvr078294.txt",20050726,"66/2005","26. Juli 2005","Regelungen des Versicherungsaufsichtsgesetzes zur Genehmigung der uebertragung des Bestands von Lebensversicherungsvertraegen teilweise verfassungswidrigSiehe auchPressemitteilung Nr. 66/2005 vom 26. Juli 2005
","1 BvR 782/94",2005-07-26 02:00:00,2005,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2005-07-16 02:00:00,1,24613,0,1
"542",542,"20050727_1bvr066804.txt",20050727,"68/2005","27. Juli 2005","Regelungen des Niedersaechsischen Polizeigesetzes zur vorbeugenden Telefonueberwachung nichtigSiehe auchPressemitteilung Nr. 68/2005 vom 27. Juli 2005
","1 BvR 668/04",2005-07-27 02:00:00,2005,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2005-07-17 02:00:00,1,15476,0,1
"543",543,"20050727_2bvr102105.txt",20050727,NA,NA,"Briefliche Anfrage der Behoerden bzgl des Erwerbs einer auslaendischen Staatsbuergerschaft im Hinblick auf § 25 Abs 1 RuStAG ist kein geeigneter Beschwerdegegenstand iSd § 90 Abs 1 BVerfGG
","2 BvR 1021/05",2005-07-27 02:00:00,2005,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2005-07-17 02:00:00,1,384,0,0
"544",544,"20050808_2bve000405.txt",20050808,"73/2005","8. August 2005","„Beitritt der politischen Parteien zum Organstreitverfahren der Bundestagsabgeordneten Hoffmann und Schulz unzulaessig“Siehe auchPressemitteilung Nr. 73/2005 vom 8. August 2005
","2 BvE 4/05",2005-08-08 02:00:00,2005,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2005-07-29 02:00:00,1,603,0,0
"545",545,"20050808_2bve000705.txt",20050808,NA,NA,"Unzulaessigkeit des Beitritts politischer Parteien zu dem Organstreitverfahren von Bundestagsabgeordneten mangels notwendiger uebereinstimmung der rechtlichen Interessen der klagenden Abgeordneten einerseits und der beitrittswilligen Parteien andererseits
","2 BvE 7/05",2005-08-08 02:00:00,2005,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2005-07-29 02:00:00,1,594,0,0
"546",546,"20050823_2bve000505.txt",20050823,"77/2005","23. August 2005","Klage der FAMILIEN-PARTEI DEUTSCHLANDS und der oekologisch-Demokratischen Partei (oedp) gegen Bundestagsaufloesung und Unterschriftenquorum ohne ErfolgSiehe auchPressemitteilung Nr. 77/2005 vom 23. August 2005
","2 BvE 5/05",2005-08-23 02:00:00,2005,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2005-08-13 02:00:00,0,5445,0,0
"547",547,"20050825_2bve000405.txt",20050825,"78/2005","25. August 2005","Klage der beiden Bundestagsabgeordneten gegen Bundestagsaufloesung erfolglosSiehe auchPressemitteilung Nr. 78/2005 vom 25. August 2005
","2 BvE 4/05",2005-08-25 02:00:00,2005,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2005-08-15 02:00:00,1,26702,0,0
"548",548,"20050913_2bve000605.txt",20050913,"86/2005","15. September 2005","Klagen auch der uebrigen Parteien gegen Bundestagsaufloesung und Unterschriftenquorum ohne ErfolgSiehe auchPressemitteilung Nr. 86/2005 vom 15. September 2005
","2 BvE 6/05",2005-09-13 02:00:00,2005,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2005-09-03 02:00:00,1,480,0,0
"549",549,"20050913_2bve000805.txt",20050913,NA,NA,"
","2 BvE 8/05",2005-09-13 02:00:00,2005,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2005-09-03 02:00:00,1,621,0,0
