"","X1","doc_id","Date","pr_nr","pr_date","short_text","docket_nb","date","year","pr_dummy","decision_type","second_senate_dummy","chamber_decision","unanimous","sep_op","oral","bvr","bvl","bvq","bvc","bve","bvf","bvb","bvg","bvk","bvh","bvm","bvn","pbvu","bvp","unsuc_dec","uncons","hyp_time_minus","prior_attention","count","lower_co_uncons","status_quo"
"280",280,"20010124_1bvr262395.txt",20010124,"12/2001","24. Januar 2001","Verfassungsbeschwerde zum Gerichtsfernsehen erfolglos - Urteil auf Grund der muendlichen Verhandlung vom 7. November 2000Siehe auchPressemitteilung Nr. 12/2001 vom 24. Januar 2001
","1 BvR 2623/95",2001-01-24 01:00:00,2001,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2001-01-14 01:00:00,1,12261,0,0
"281",281,"20010124_2bve000100.txt",20010124,"22/2001","13. Februar 2001","CDU/CSU-Fraktion erfolglos in Sachen PofallaSiehe auchPressemitteilung Nr. 22/2001 vom 13. Februar 2001
","2 BvE 1/00",2001-01-24 01:00:00,2001,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2001-01-14 01:00:00,1,2735,0,0
"282",282,"20010206_1bvr001292.txt",20010206,"19/2001","6. Februar 2001","Erfolgreiche Verfassungsbeschwerde gegen Unterhaltsverzichtsvertrag Urteil aufgrund der muendlichen Verhandlung vom 8. November 2000Siehe auchPressemitteilung Nr. 19/2001 vom 6. Februar 2001
","1 BvR 12/92",2001-02-06 01:00:00,2001,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001-01-27 01:00:00,1,7621,0,0
"283",283,"20010208_2bvf000100.txt",20010208,"20/2001","8. Februar 2001","Normenkontrollantrag ""Wahlpruefung Hessen"" teilweise erfolgreich Urteil aufgrund der muendlichen Verhandlung vom 5. Dezember 2000Siehe auchPressemitteilung Nr. 20/2001 vom 8. Februar 2001
","2 BvF 1/00",2001-02-08 01:00:00,2001,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2001-01-29 01:00:00,1,10708,0,1
"284",284,"20010213_2bve000497.txt",20010213,NA,NA,"Verfahrenseinstellung nach Antragsruecknahme
","2 BvE 4/97",2001-02-13 01:00:00,2001,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2001-02-03 01:00:00,1,372,0,0
"285",285,"20010213_2bvf000297.txt",20010213,NA,NA,"Verfahrenseinstellung nach Antragsruecknahme
","2 BvF 2/97",2001-02-13 01:00:00,2001,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2001-02-03 01:00:00,1,204,0,0
"286",286,"20010220_2bvr144400.txt",20010220,"24/2001","20. Februar 2001","Erfolgreiche Verfassungsbeschwerde gegen Wohnungsdurchsuchung Urteil aufgrund der muendlichen Verhandlung vom 21. November 2000Siehe auchPressemitteilung Nr. 24/2001 vom 20. Februar 2001
","2 BvR 1444/00",2001-02-20 01:00:00,2001,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2001-02-10 01:00:00,1,7629,0,0
"287",287,"20010308_2bvk000197.txt",20010308,"66/2001","21. Juni 2001","oeDP erfolglos gegen 5%-Klausel in Schleswig-HolsteinSiehe auchPressemitteilung Nr. 66/2001 vom 21. Juni 2001
","2 BvK 1/97",2001-03-08 01:00:00,2001,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2001-02-26 01:00:00,1,3004,0,0
"288",288,"20010320_1bvr049196.txt",20010320,"37/2001","10. April 2001","Altersgrenze fuer Niederlassung als Vertragsarzt bestaetigtSiehe auchPressemitteilung Nr. 37/2001 vom 10. April 2001
","1 BvR 491/96",2001-03-20 01:00:00,2001,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2001-03-10 01:00:00,1,7702,0,0
"289",289,"20010321_1bvr230794.txt",20010321,NA,NA,"Ablehnung einer Tatbestandsberichtigung bzgl Urteil zum Entschaedigungs- und Ausgleichsleistungsgesetz
","1 BvR 2307/94",2001-03-21 01:00:00,2001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2001-03-11 01:00:00,1,710,0,0
"290",290,"20010403_1bvl003297.txt",20010403,"56/2001","30. Mai 2001","Anrechnung von Kurtagen auf Erholungsurlaub war verfassungsgemaessSiehe auchPressemitteilung Nr. 56/2001 vom 30. Mai 2001
","1 BvL 32/97",2001-04-03 02:00:00,2001,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001-03-24 01:00:00,1,5752,0,0
"291",291,"20010403_1bvr008198.txt",20010403,NA,NA,"Ausschluss schutzbeduerftiger Personen ohne Krankenversicherungsschutz vom Zugang zur gesetzlichen Pflegeversicherung mit GG Art 3 Abs 1 unvereinbar - Anknuepfung der Pflegeversicherungspflicht an das Bestehen eines gesetzlichen oder privaten Krankenversicherungsschutzes verfassungsgemaess
","1 BvR 81/98",2001-04-03 02:00:00,2001,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001-03-24 01:00:00,1,5393,0,0
"292",292,"20010403_1bvr162994.txt",20010403,NA,NA,"Nichtberuecksichtigung der Betreuung und Erziehung von Kindern bei der Bemessung des Beitrags zur sozialen Pflegeversicherung mit GG Art 3 Abs 1 iVm Art 6 Abs 1 unvereinbar: keine Verletzung des Foerderungsgebots aus GG Art 6 Abs 1 durch Beitragspflicht - Beruecksichtigung der Erziehungsleistung von Eltern auf der Leistungsseite verfassungsrechtlich nicht geboten, jedoch auf der Beitragsseite
","1 BvR 1629/94",2001-04-03 02:00:00,2001,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2001-03-24 01:00:00,1,9783,0,0
"293",293,"20010403_1bvr168194.txt",20010403,NA,NA,"Unterschiedliche Beitragsbelastung in der sozialen und der privaten Pflegeversicherung mit GG Art 3 Abs 1 vereinbar - Verfassungsmaessigkeit der privaten Pflege-Pflichtversicherung
","1 BvR 1681/94",2001-04-03 02:00:00,2001,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2001-03-24 01:00:00,1,7320,0,0
"294",294,"20010403_1bvr201495.txt",20010403,"35/2001","3. April 2001","Zur PflegeversicherungSiehe auchPressemitteilung Nr. 35/2001 vom 3. April 2001
","1 BvR 2014/95",2001-04-03 02:00:00,2001,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2001-03-24 01:00:00,1,9422,0,0
"295",295,"20010404_2bvl000798.txt",20010404,"67/2001","22. Juni 2001","Nichtberuecksichtigung von Beschaeftigungszeiten im oeffentlichen Dienst der DDR fuer das Besoldungsdienstalter bei nachfolgender MfS-Taetigkeit verfassungskonformSiehe auchPressemitteilung Nr. 67/2001 vom 22. Juni 2001
","2 BvL 7/98",2001-04-04 02:00:00,2001,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001-03-25 01:00:00,1,8668,0,0
"296",296,"20010404_2bvr071300.txt",20010404,NA,NA,"Ablehnung eines Antrags auf Erstattung der notwendigen Auslagen gemaess BVerfGG § 34a Abs 3 nach Erledigerklaerung durch Beschwerdefuehrerin
","2 BvR 713/00",2001-04-04 02:00:00,2001,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2001-03-25 01:00:00,1,625,0,0
"297",297,"20010507_2bvk000100.txt",20010507,"71/2001","10. Juli 2001","Normenkontrollantrag gegen Landesnaturschutzgesetz Schleswig-Holstein verworfenSiehe auchPressemitteilung Nr. 71/2001 vom 10. Juli 2001
","2 BvK 1/00",2001-05-07 02:00:00,2001,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2001-04-27 02:00:00,1,22213,0,0
"298",298,"20010508_1bvf000388.txt",20010508,NA,NA,"Einstellung eines abstrakten Normenkontrollverfahrens nach Ruhen des Verfahrens und Antragsruecknahme
","1 BvF 3/88",2001-05-08 02:00:00,2001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2001-04-28 02:00:00,1,287,0,0
"299",299,"20010518_2bvc000300.txt",20010518,NA,NA,"
","2 BvC 3/00",2001-05-18 02:00:00,2001,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2001-05-08 02:00:00,1,154,0,0
"300",300,"20010518_2bvc000400.txt",20010518,NA,NA,"
","2 BvC 4/00",2001-05-18 02:00:00,2001,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2001-05-08 02:00:00,1,154,0,0
"301",301,"20010522_1bvl000496.txt",20010522,"69/2001","29. Juni 2001","Mindestbemessungsgrenze fuer Selbstaendige in der gesetzlichen Krankenversicherung verfassungsgemaessSiehe auchPressemitteilung Nr. 69/2001 vom 29. Juni 2001
","1 BvL 4/96",2001-05-22 02:00:00,2001,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001-05-12 02:00:00,1,4538,0,0
"302",302,"20010522_1bvr151297.txt",20010522,"81/2001","1. August 2001","Baulandumlegung nach den §§ 45 ff. BauGB zulaessige Inhalts- und Schrankenbestimmung des EigentumsSiehe auchPressemitteilung Nr. 81/2001 vom 1. August 2001
","1 BvR 1512/97",2001-05-22 02:00:00,2001,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2001-05-12 02:00:00,1,4507,0,0
"303",303,"20010522_2bve000199.txt",20010522,"79/2001","26. Juli 2001","Wahlkreiseinteilung Krefeld bleibt - Verfahren beim BVerfG erfolglosSiehe auchPressemitteilung Nr. 79/2001 vom 26. Juli 2001
","2 BvE 1/99",2001-05-22 02:00:00,2001,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2001-05-12 02:00:00,1,3272,0,0
"304",304,"20010522_2bvq004800.txt",20010522,"55/2001","29. Mai 2001","Altenpflegegesetz vorlaeufig nicht in KraftSiehe auchPressemitteilung Nr. 55/2001 vom 29. Mai 2001
","2 BvQ 48/00",2001-05-22 02:00:00,2001,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2001-05-12 02:00:00,1,5336,0,1
"305",305,"20010615_2bvb000101.txt",20010615,NA,NA,"Erlass einer eA, die bei der Durchsuchung in der Kanzlei und in der Wohnung des Bevollmaechtigten der NPD im Parteiverbotsverfahren sichergestellten Daten und Unterlagen unverzueglich zu versiegeln und beim AG zu hinterlegen
","2 BvB 1/01",2001-06-15 02:00:00,2001,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2001-06-05 02:00:00,0,377,0,0
"306",306,"20010615_2bvb000201.txt",20010615,NA,NA,"Erlass einer eA, die bei der Durchsuchung in der Kanzlei und in der Wohnung des Bevollmaechtigten der NPD im Parteiverbotsverfahren sichergestellten Daten und Unterlagen unverzueglich zu versiegeln und beim AG zu hinterlegen
","2 BvB 2/01",2001-06-15 02:00:00,2001,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2001-06-05 02:00:00,0,403,0,0
"307",307,"20010615_2bvb000301.txt",20010615,NA,NA,"Erlass einer eA, die bei der Durchsuchung in der Kanzlei und in der Wohnung des Bevollmaechtigten der NPD im Parteiverbotsverfahren sichergestellten Daten und Unterlagen unverzueglich zu versiegeln und beim AG zu hinterlegen
","2 BvB 3/01",2001-06-15 02:00:00,2001,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2001-06-05 02:00:00,0,372,0,0
"308",308,"20010618_2bvq004800.txt",20010618,NA,NA,"Berichtigungsbeschluss
","2 BvQ 48/00",2001-06-18 02:00:00,2001,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2001-06-08 02:00:00,0,239,0,0
"309",309,"20010703_2bvb000101.txt",20010703,"70/2001","5. Juli 2001","Rueckgabe der bei Rechtsanwalt Mahler sichergestellten UnterlagenSiehe auchPressemitteilung Nr. 70/2001 vom 5. Juli 2001
","2 BvB 1/01",2001-07-03 02:00:00,2001,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2001-06-23 02:00:00,0,700,0,0
"310",310,"20010703_2bvb000101a.txt",20010703,NA,NA,"Erlass einer eA, die bei der Durchsuchung in der Kanzlei und in der Wohnung des Bevollmaechtigten der NPD im Parteiverbotsverfahren sichergestellten Daten und Unterlagen sowie die beschlagnahmte EDV-Anlage unverzueglich zurueckzugeben - Gewaehrleistung rechtsstaatlicher Grundsaetze im Parteiverbotsverfahren
","2 BvB 1/01",2001-07-03 02:00:00,2001,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2001-06-23 02:00:00,0,2727,0,0
"311",311,"20010718_1bvq002301.txt",20010718,"76/2001","18. Juli 2001","Lebenspartnerschaftsgesetz kann in Kraft treten - einstweilige Anordnung abgelehntSiehe auchPressemitteilung Nr. 76/2001 vom 18. Juli 2001
","1 BvQ 23/01",2001-07-18 02:00:00,2001,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2001-07-08 02:00:00,0,3924,0,1
"312",312,"20010925_2bvr115201.txt",20010925,NA,NA,"Fragen der Pflichtverteidigung im Strafverfahren - Recht auf faires Verfahren
","2 BvR 1152/01",2001-09-25 02:00:00,2001,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2001-09-15 02:00:00,1,4988,0,0
"313",313,"20010930_2bvr143901.txt",20010930,NA,NA,"Zu den Voraussetzungen einer Frage- und Aufklaerungspflicht des Richters
","2 BvR 1439/01",2001-09-30 02:00:00,2001,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2001-09-20 02:00:00,1,631,0,0
"314",314,"20011001_2bvb000101.txt",20011001,"94/2001","4. Oktober 2001","Zum NPD-Verbots-VerfahrenSiehe auchPressemitteilung Nr. 94/2001 vom 4. Oktober 2001
","2 BvB 1/01",2001-10-01 02:00:00,2001,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2001-09-21 02:00:00,1,693,0,0
"315",315,"20011002_2bve000297.txt",20011002,NA,NA,"Einstellung eines Organstreitverfahrens nach Erledigungserklaerung
","2 BvE 2/97",2001-10-02 02:00:00,2001,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2001-09-22 02:00:00,1,436,0,0
"316",316,"20011002_2bve000297a.txt",20011002,NA,NA,"Ausschliessung eines Richters des BVerfG wegen Taetigkeit in derselben Sache
","2 BvE 2/97",2001-10-02 02:00:00,2001,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001-09-22 02:00:00,1,396,0,0
"317",317,"20011009_1bvr062201.txt",20011009,NA,NA,"Im Hinblick auf den Grundsatz der Subsidiaritaet unzulaessige Verfassungsbeschwerde gegen zivilgerichtliches Unterlassungsgebot
","1 BvR 622/01",2001-10-09 02:00:00,2001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2001-09-29 02:00:00,1,2862,0,0
"318",318,"20011010_1bvl001700.txt",20011010,"109/2001","5. Dezember 2001","Entschaedigung auch bei ""kalter Enteignung"" geboten - § 1 Abs. 3 Entschaedigungsgesetz nichtigSiehe auchPressemitteilung Nr. 109/2001 vom 5. Dezember 2001
","1 BvL 17/00",2001-10-10 02:00:00,2001,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2001-09-30 02:00:00,1,6213,1,0
"319",319,"20011024_1bvr119090.txt",20011024,"120/2001","19. Dezember 2001","Zu Blockadeaktionen durch Errichtung physischer BarrierenSiehe auchPressemitteilung Nr. 120/2001 vom 19. Dezember 2001
","1 BvR 1190/90",2001-10-24 02:00:00,2001,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2001-10-14 02:00:00,1,11568,0,0
"320",320,"20011024_2bvr150097.txt",20011024,NA,NA,"Festsetzung des Gegenstandswerts im Verfassungsbeschwerdeverfahren
","2 BvR 1500/97",2001-10-24 02:00:00,2001,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001-10-14 02:00:00,1,189,0,0
"321",321,"20011025_2bve000197.txt",20011025,NA,NA,"Ausschliessung eines Richters des BVerfG wegen Taetigkeit in derselben Sache
","2 BvE 1/97",2001-10-25 02:00:00,2001,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001-10-15 02:00:00,1,251,0,0
"322",322,"20011025_2bve000197a.txt",20011025,NA,NA,"Verfahrenseinstellung nach Antragsruecknahme
","2 BvE 1/97",2001-10-25 02:00:00,2001,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2001-10-15 02:00:00,1,228,0,0
"323",323,"20011107_2bvq004800.txt",20011107,NA,NA,"Vorlaeufige Aussetzung des Inkrafttretens des Altenpflegegesetzes - zur Gesetzgebungskompetenz des Bundes fuer den Erlass des AltPflG
","2 BvQ 48/00",2001-11-07 01:00:00,2001,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2001-10-28 02:00:00,1,209,0,0
"324",324,"20011121_1bvl001993.txt",20011121,"15/2002","14. Februar 2002","Zur DienstbeschaedigungsteilrenteSiehe auchPressemitteilung Nr. 15/2002 vom 14. Februar 2002
","1 BvL 19/93",2001-11-21 01:00:00,2001,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2001-11-11 01:00:00,1,8950,1,0
"325",325,"20011122_2bvb000101.txt",20011122,"115/2001","13. Dezember 2001","Erfolgloser Aussetzungsantrag der NPDSiehe auchPressemitteilung Nr. 115/2001 vom 13. Dezember 2001
","2 BvB 1/01",2001-11-22 01:00:00,2001,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2001-11-12 01:00:00,1,2129,0,0
"326",326,"20011122_2bve000699.txt",20011122,"105/2001","22. November 2001","Antrag der PDS in Sachen NATO-Konzept zurueckgewiesen - Urteil vom 22. November 2001Siehe auchPressemitteilung Nr. 105/2001 vom 22. November 2001
","2 BvE 6/99",2001-11-22 01:00:00,2001,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001-11-12 01:00:00,1,22353,0,0
"327",327,"20011204_2bvb000101.txt",20011204,NA,NA,"Wiederholung der eA, die bei der Durchsuchung in der Kanzlei und in der Wohnung des Bevollmaechtigten der NPD im Parteiverbotsverfahren sichergestellten Daten und Unterlagen sowie die beschlagnahmte EDV-Anlage unverzueglich zurueckzugeben - Gewaehrleistung rechtsstaatlicher Grundsaetze im Parteiverbotsverfahren
","2 BvB 1/01",2001-12-04 01:00:00,2001,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2001-11-24 01:00:00,1,738,0,0
"328",328,"20011205_2bvg000100.txt",20011205,"20/2002","20. Februar 2002","Antrag Bayerns gegen ""Moratorium Gorleben"" unzulaessigSiehe auchPressemitteilung Nr. 20/2002 vom 20. Februar 2002
","2 BvG 1/00",2001-12-05 01:00:00,2001,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2001-11-25 01:00:00,1,3834,0,0
"329",329,"20011205_2bvr052799.txt",20011205,"16/2002","15. Februar 2002","Zum Rechtsschutz bei AbschiebungshaftSiehe auchPressemitteilung Nr. 16/2002 vom 15. Februar 2002
","2 BvR 527/99",2001-12-05 01:00:00,2001,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001-11-25 01:00:00,1,6178,0,0
"330",330,"20011206_2bve000394.txt",20011206,"25/2002","27. Februar 2002","""Die Republikaner"" gegen Parteienfinanzierung gescheitertSiehe auchPressemitteilung Nr. 25/2002 vom 27. Februar 2002
","2 BvE 3/94",2001-12-06 01:00:00,2001,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2001-11-26 01:00:00,1,6548,0,0
"331",331,"20011211_1bvf000196.txt",20011211,"114/2001","11. Dezember 2001","Vergleichsvorschlag in den ""LER""-VerfahrenSiehe auchPressemitteilung Nr. 114/2001 vom 11. Dezember 2001
","1 BvF 1/96",2001-12-11 01:00:00,2001,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2001-12-01 01:00:00,1,1631,0,0
"332",332,"20011217_2bve000200.txt",20011217,"119/2001","17. Dezember 2001","Pofalla gegen Bundestag und Bundestagspraesident erfolglosSiehe auchPressemitteilung Nr. 119/2001 vom 17. Dezember 2001
","2 BvE 2/00",2001-12-17 01:00:00,2001,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2001-12-07 01:00:00,1,8968,0,0
"333",333,"20020115_1bvr178399.txt",20020115,"2/2002","15. Januar 2002","Schaechterlaubnis fuer muslimischen MetzgerSiehe auchPressemitteilung Nr. 2/2002 vom 15. Januar 2002
","1 BvR 1783/99",2002-01-15 01:00:00,2002,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2002-01-05 01:00:00,0,7198,0,0
"334",334,"20020116_1bvr001099.txt",20020116,"7/2002","25. Januar 2002","Rechtsschutz bei GehoerverletzungenSiehe auchPressemitteilung Nr. 7/2002 vom 25. Januar 2002
","1 BvR 10/99",2002-01-16 01:00:00,2002,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002-01-06 01:00:00,0,261,0,0
"335",335,"20020116_1bvr123699.txt",20020116,"3/2002","16. Januar 2002","Ausschluss der Apotheken vom verkaufsoffenen Sonntag verfassungswidrigSiehe auchPressemitteilung Nr. 3/2002 vom 16. Januar 2002
","1 BvR 1236/99",2002-01-16 01:00:00,2002,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2002-01-06 01:00:00,0,4239,0,1
"336",336,"20020122_2bvb000101.txt",20020122,"6/2002","22. Januar 2002","Termine zur muendlichen Verhandlung im Parteiverbotsverfahren aufgehobenSiehe auchPressemitteilung Nr. 6/2002 vom 22. Januar 2002
","2 BvB 1/01",2002-01-22 01:00:00,2002,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2002-01-12 01:00:00,0,804,0,0
"337",337,"20020130_1bvl002396.txt",20020130,"10/2002","30. Januar 2002","Ausschluss von Doppelnamen fuer Kinder verfassungskonformSiehe auchPressemitteilung Nr. 10/2002 vom 30. Januar 2002
","1 BvL 23/96",2002-01-30 01:00:00,2002,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002-01-20 01:00:00,0,8564,0,0
"338",338,"20020205_1bvr010595.txt",20020205,"26/2002","28. Februar 2002","Zur Berechnung des nachehelichen EhegattenunterhaltsSiehe auchPressemitteilung Nr. 26/2002 vom 28. Februar 2002
","1 BvR 105/95",2002-02-05 01:00:00,2002,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2002-01-26 01:00:00,0,5520,0,0
"339",339,"20020205_2bvr030593.txt",20020205,"60/2002","2. Juli 2002","BVerfG: Zur Aufhebung der Steuerfreiheit von Zinsen aus SozialpfandbriefenSiehe auchPressemitteilung Nr. 60/2002 vom 2. Juli 2002
","2 BvR 305/93",2002-02-05 01:00:00,2002,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2002-01-26 01:00:00,0,10992,0,0
"340",340,"20020218_1bvr164401.txt",20020218,"33/2002","12. Maerz 2002","Werberecht - diesmal fuer TieraerzteSiehe auchPressemitteilung Nr. 33/2002 vom 12. Maerz 2002
","1 BvR 1644/01",2002-02-18 01:00:00,2002,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2002-02-08 01:00:00,0,3201,0,1
"341",341,"20020219_2bvg000200.txt",20020219,"19/2002","19. Februar 2002","Antrag Hessens im Bund-Laender-Streit ""Kernkraftwerk Biblis A"" zurueckgewiesenSiehe auchPressemitteilung Nr. 19/2002 vom 19. Februar 2002
","2 BvG 2/00",2002-02-19 01:00:00,2002,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2002-02-09 01:00:00,0,12172,0,0
"342",342,"20020220_1bvl001997.txt",20020220,"53/2002","28. Mai 2002","Zum Vertrauensschutz im SozialversicherungsrechtSiehe auchPressemitteilung Nr. 53/2002 vom 28. Mai 2002
","1 BvL 19/97",2002-02-20 01:00:00,2002,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2002-02-10 01:00:00,0,4356,0,0
"343",343,"20020220_2bvl000599.txt",20020220,"45/2002","10. April 2002","Vorlage des LG Potsdam zur Wehrpflicht unzulaessigSiehe auchPressemitteilung Nr. 45/2002 vom 10. April 2002
","2 BvL 5/99",2002-02-20 01:00:00,2002,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2002-02-10 01:00:00,0,4324,0,0
"344",344,"20020306_2bvl001799.txt",20020306,"28/2002","6. Maerz 2002","Ungleiche Besteuerung bei Renten und Pensionen verfassungswidrigSiehe auchPressemitteilung Nr. 28/2002 vom 6. Maerz 2002
","2 BvL 17/99",2002-03-06 01:00:00,2002,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2002-02-24 01:00:00,0,20200,1,0
"345",345,"20020320_2bvr079495.txt",20020320,"35/2002","20. Maerz 2002","§ 43 a StGB ist verfassungswidrigSiehe auchPressemitteilung Nr. 35/2002 vom 20. Maerz 2002
","2 BvR 794/95",2002-03-20 01:00:00,2002,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2002-03-10 01:00:00,0,17339,0,1
"346",346,"20020328_2bvg000101.txt",20020328,"40/2002","28. Maerz 2002","Antraege in den Verfahren ""UMTS-Lizenzen"" erfolglosSiehe auchPressemitteilung Nr. 40/2002 vom 28. Maerz 2002
","2 BvG 1/01",2002-03-28 01:00:00,2002,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2002-03-18 01:00:00,0,4329,0,0
"347",347,"20020328_2bvg000101a.txt",20020328,NA,NA,"Berichtigungsbeschluss
","2 BvG 1/01",2002-03-28 01:00:00,2002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2002-03-18 01:00:00,0,930,0,0
"348",348,"20020408_2bve000201.txt",20020408,"44/2002","8. April 2002","CDU/CSU teilweise erfolgreich im Verfahren im ""Parteispendenuntersuchungsausschuss""Siehe auchPressemitteilung Nr. 44/2002 vom 8. April 2002
","2 BvE 2/01",2002-04-08 02:00:00,2002,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2002-03-29 01:00:00,0,13464,0,0
